date,ASupersharij,legitimniy,rezident_ua,montyan2,first_political,Novoeizdanie,ZeRada1,ghost_of_novorossia,spletnicca,OlgaSharij,ZE_kartel,nabludatels,MediaKiller2021,skosoi,Media_Post_UA,skeptik_21,krioggen,sheptoon,za_grany,nach_shtabu,truexanewsua,u_now,UAonlii,insiderUKR,voynareal,4kAkN49IKJBhZDk6,oko_xx,U3r_kPBc7PpgiYP7,UkraineNow,TVbmPYPLV_f00SF3
2021-09-18,287634,215093,153525,,394056,,71440,,51677,65200,55419,71324,40103,64084,62204,,35538,56752.0,46208,33611,160637.0,502846,341577.0,262804,215204.0,395708,351826.0,223752,521014,
2021-09-19,287514,215304,153528,,395737,,71449,,51621,65139,55302,71226,41012,64021,66881,,36464,56725.0,48198,33579,160727.0,504117,355059.0,267357,215253.0,394007,351990.0,231450,520831,
2021-09-20,287389,215524,153515,,395836,,71485,,51552,65069,55283,71120,41812,64029,70868,,37246,56677.0,48809,33664,160941.0,504034,354333.0,265811,215157.0,392760,360990.0,242264,520618,
2021-09-21,287275,215488,153485,,397341,,71384,,51452,65010,54861,70953,42815,63947,76055,41594.0,38153,56644.0,51370,33682,161000.0,504005,352947.0,265837,215580.0,391461,361549.0,247402,520543,
2021-09-22,287234,215605,153762,,399394,,71436,,51376,64951,54566,71319,43405,63928,79644,,38741,56669.0,54484,33761,161097.0,504154,351551.0,265099,215241.0,390064,360272.0,252207,520513,
2021-09-23,287224,215812,154048,,400465,,71459,1373.0,51298,64885,54226,71422,43581,63869,81424,,38765,56691.0,56388,33851,161122.0,503941,350221.0,264318,214777.0,388703,359106.0,251543,520392,
2021-09-24,287116,215881,154219,,401447,,71893,1377.0,51260,64918,53795,71675,43754,63813,82970,,38699,56594.0,58005,33858,161135.0,510674,349141.0,263532,214374.0,387489,357637.0,251710,520278,
2021-09-25,286870,215903,154351,,401904,,71888,1376.0,51236,64887,53792,71485,43797,63752,84485,,43189,56535.0,59631,33887,161133.0,510676,348176.0,262794,213901.0,397664,358006.0,250959,520060,
2021-09-26,286972,215752,154432,,402369,,71939,1383.0,51194,64841,53565,71705,43924,63692,85434,,46041,56523.0,61283,33917,161158.0,509901,347230.0,262125,213469.0,395675,357021.0,252088,519901,
2021-09-27,286754,216064,154529,,403180,,71944,1390.0,51662,64774,53464,72156,44704,63643,86844,,48697,56620.0,63144,34157,161107.0,510525,346326.0,261335,213010.0,394055,355910.0,254651,519575,
2021-09-28,286530,216502,154841,,403618,,71911,1380.0,51609,64715,53394,72521,45629,63590,87581,,51138,56594.0,63865,34480,161080.0,509100,345430.0,260542,212602.0,392602,354715.0,253638,519316,21934.0
2021-09-29,286331,217098,155268,,403022,,72269,1379.0,51720,64637,53808,72587,45787,63533,87805,,51544,56628.0,63846,34558,161116.0,508267,344510.0,259815,212168.0,391309,353508.0,254121,519030,21930.0
2021-09-30,286173,217276,155550,,409820,,72474,1382.0,51922,64568,54396,72788,45857,64084,96332,,59725,56946.0,72416,34627,161155.0,507035,343654.0,259111,211773.0,390095,352879.0,255020,518786,21856.0
2021-10-01,285972,217555,156266,,411645,,72453,1394.0,52093,64492,54821,72758,46148,64065,99071,,63026,57266.0,75309,34648,161151.0,505919,342917.0,258873,211392.0,389022,351922.0,256268,518568,22724.0
2021-10-02,285797,217836,156741,,411159,,72497,1392.0,52043,64440,55437,72662,46460,64631,99342,,63556,57340.0,75567,34618,161143.0,504895,342201.0,258287,210978.0,387979,350917.0,257049,518381,22888.0
2021-10-03,285641,217917,156950,,411710,,72444,1393.0,51992,65640,55361,72557,46565,64580,101413,,64493,57290.0,78562,34588,161192.0,503923,341386.0,257651,210528.0,386856,351590.0,255893,518129,22632.0
2021-10-04,285639,218407,157240,,426381,,72833,1401.0,52207,66284,55884,72706,46467,65102,115749,,80306,57121.0,92243,34537,161521.0,503219,343457.0,257628,210028.0,385691,361180.0,266670,517732,22334.0
2021-10-05,285597,218653,157480,,426942,,72929,1398.0,52301,66252,56275,73042,46553,65109,116877,,81857,57114.0,93363,34434,161782.0,503144,343114.0,259259,209555.0,384753,362255.0,270931,517519,22423.0
2021-10-06,285479,218869,157783,,431234,,72932,1386.0,52265,66207,56574,72939,46681,65067,122523,,85562,57059.0,99184,34394,161986.0,502575,342015.0,263835,209093.0,383747,361212.0,269931,517366,22355.0
2021-10-07,285369,219267,158389,,435688,,73156,1385.0,52195,66129,56686,73141,47088,65335,127842,,85604,56991.0,104409,34315,162261.0,502030,341077.0,263787,208624.0,382795,359979.0,271944,517382,22293.0
2021-10-08,285411,219351,158687,,432527,,73444,1382.0,52382,66142,56651,72904,47030,65595,126667,,85841,57108.0,103975,34326,162301.0,506100,342083.0,262920,208264.0,381864,358830.0,273851,517292,22151.0
2021-10-09,285351,219521,158606,,429107,,73377,1381.0,52369,66097,55993,72558,47314,65475,126163,,86153,57039.0,103545,34260,162325.0,506028,341108.0,262160,207886.0,381010,357769.0,272615,517079,23898.0
2021-10-10,285311,219774,158741,,425690,,73432,1411.0,52359,66045,55913,72210,47508,65941,126097,,87005,56965.0,103630,34167,162432.0,505184,340350.0,261446,207515.0,380136,356515.0,275646,516879,24705.0
2021-10-11,285212,219551,158877,,424893,,73464,1442.0,52441,65988,54712,72024,48139,65871,132981,,87416,57007.0,111155,34098,162520.0,504026,339495.0,261181,207130.0,379302,360408.0,277582,516677,24723.0
2021-10-12,285152,220057,159323,,421261,,73717,1448.0,52373,65936,54957,72202,48387,66309,131930,,87735,56987.0,110505,34062,162595.0,503125,339126.0,260571,206776.0,379098,365955.0,277851,516600,24386.0
2021-10-13,285047,220220,159342,,419132,,73862,1453.0,52892,65870,54745,72274,48574,66261,131813,,87936,56960.0,110332,34021,162687.0,503110,339834.0,260155,206373.0,378897,365716.0,276708,516539,24688.0
2021-10-14,284906,220321,159363,,428074,,74087,1452.0,52738,65800,54686,72057,48838,66442,134524,,88031,56997.0,113259,33961,162717.0,507393,338894.0,259494,205979.0,378511,364669.0,276602,516498,25863.0
2021-10-15,284751,220664,159299,,427181,,73912,1454.0,52770,65748,54555,72349,49175,66634,136473,105294.0,88161,56985.0,114703,33914,162759.0,507005,339809.0,258937,205599.0,377547,363160.0,276029,516507,25962.0
2021-10-16,284607,220639,159346,,425210,,74003,1454.0,52623,65687,54094,71920,49524,66445,138532,107099.0,88898,56935.0,116566,34122,162796.0,506102,342390.0,258433,205249.0,378841,362031.0,274232,516438,27006.0
2021-10-17,284499,220689,159432,,427549,,74136,1462.0,52683,65639,54332,72500,49614,66746,138717,107310.0,89258,56933.0,116775,34147,162903.0,505165,341324.0,257865,204950.0,378677,361198.0,275012,516380,28109.0
2021-10-18,284304,220943,159761,,440275,,74153,1474.0,53181,65577,54666,72866,49821,67327,138869,107430.0,89454,56903.0,116841,34122,162999.0,503973,340779.0,257406,204580.0,377524,359949.0,274714,516354,29156.0
2021-10-19,284169,220979,159781,,446764,,74247,1490.0,53337,65497,54721,72787,50100,67251,146120,114307.0,89322,56917.0,123892,34105,163211.0,502700,339706.0,256867,204202.0,376497,358678.0,274440,516358,30693.0
2021-10-20,284055,220987,159870,,450149,,74289,1487.0,53193,65448,54780,72744,50082,67180,154512,120665.0,89260,57230.0,132558,34083,163426.0,502269,338670.0,256267,203839.0,375536,357475.0,272593,516591,31807.0
2021-10-21,283935,220956,159856,,454992,,74272,1487.0,53305,65404,54740,72694,50243,67108,156945,125909.0,89314,57398.0,134432,34044,163525.0,502654,337818.0,255576,203437.0,374557,356335.0,270790,517053,32013.0
2021-10-22,283807,220832,159861,,454241,,74223,1485.0,53363,65345,54811,72776,50231,67049,156499,126055.0,89296,57316.0,133992,33996,163519.0,506171,336916.0,254966,203043.0,374002,361801.0,274456,517390,32243.0
2021-10-23,283703,220788,159978,,453829,,74222,1502.0,53714,65290,55392,73030,50296,67272,156389,124588.0,89201,57289.0,133747,34068,163589.0,505736,336097.0,254399,202689.0,373346,362240.0,276291,517574,32676.0
2021-10-24,283548,220958,160180,,455097,,74308,1513.0,53760,65198,56146,73382,50629,67248,157166,123563.0,89931,57266.0,134607,34063,163776.0,504986,335324.0,253979,202310.0,372449,361661.0,277069,517672,32795.0
2021-10-25,283415,221428,160673,,454827,,74363,1519.0,53859,65136,56948,73412,50777,67262,157260,123273.0,90418,57120.0,134430,34100,163852.0,503931,334536.0,253467,202473.0,371609,360707.0,275771,517682,34660.0
2021-10-26,283240,221698,161042,,453639,,74682,1528.0,53889,65071,57759,73486,50609,67237,156067,121913.0,90596,57034.0,133191,34096,165120.0,505194,333761.0,252966,204140.0,370669,359717.0,273756,517708,34995.0
2021-10-27,283421,222378,161063,,449782,,75699,1545.0,53805,65029,58408,72650,50738,67144,148401,114316.0,91666,56871.0,125596,34089,167583.0,504226,333086.0,252599,204210.0,369743,358793.0,272065,518058,35222.0
2021-10-28,283501,222540,161519,,457775,,75905,1568.0,53816,64957,59312,72874,50932,67338,147763,113557.0,91349,56503.0,125122,33961,168835.0,503669,332282.0,252080,203837.0,368860,361561.0,270436,518387,35390.0
2021-10-29,283598,222836,161864,,455139,,75930,1579.0,53886,64911,60306,73307,50970,67662,147519,113792.0,91028,56242.0,125268,33862,169371.0,507378,331556.0,251613,203561.0,368053,362466.0,271250,518545,36385.0
2021-10-30,283642,222567,161992,,449837,,75943,1592.0,53920,64865,61445,73426,51340,68090,146949,112530.0,90287,55915.0,125138,33723,169691.0,507016,330872.0,251141,203266.0,367346,361341.0,270753,518562,37104.0
2021-10-31,283695,222185,162432,,444509,,75867,1609.0,53775,64806,62072,73351,51371,68006,146353,111075.0,90596,55589.0,125010,33641,169982.0,505921,330351.0,251080,202943.0,366585,360002.0,269590,518495,37684.0
2021-11-01,283682,221970,162378,,449355,,75786,1609.0,53692,64898,62621,73173,51353,67857,152580,110313.0,90179,55312.0,131648,33609,196287.0,504451,329845.0,251739,202610.0,365679,358544.0,272028,518312,39656.0
2021-11-02,283730,223309,162504,,454763,,75880,1611.0,53901,65727,63321,73348,51374,67920,155026,110118.0,91016,55240.0,134544,33576,171034.0,503334,329271.0,252375,202354.0,365605,357557.0,271499,518182,41367.0
2021-11-03,283606,225142,162594,,461904,,75855,1611.0,53900,66442,64325,73546,51495,68274,160623,110336.0,91464,55000.0,140591,33544,174194.0,501993,328732.0,253839,202050.0,364812,356087.0,269824,518095,44431.0
2021-11-04,283483,226795,162560,,460971,,75955,1613.0,53945,67193,64936,73777,51490,68234,160747,110627.0,91760,54756.0,141141,33518,174116.0,502028,327999.0,253303,201768.0,365064,354478.0,267863,517853,48211.0
2021-11-05,283357,228028,162533,,458816,,75861,1637.0,53913,67534,65735,73892,51555,68119,160835,111018.0,91805,54387.0,141666,33432,171057.0,503624,327208.0,252499,201465.0,364489,353037.0,266529,517617,50061.0
2021-11-06,283270,228920,161931,,453715,,75872,1651.0,53841,67480,66413,73299,51397,67836,160239,109752.0,90826,54142.0,141515,33385,171145.0,503283,326554.0,251897,201173.0,363653,351800.0,265262,517447,51036.0
2021-11-07,283220,228472,161091,,446539,4045.0,76032,1677.0,54032,67436,66653,72740,50663,67556,156466,105341.0,86954,56132.0,138173,33350,171160.0,502428,325765.0,251311,200992.0,362712,350451.0,263867,517292,51873.0
2021-11-08,283274,227553,161614,,437669,10235.0,76180,1698.0,54374,67410,66362,72841,51760,66385,155919,104043.0,87597,55587.0,138017,33303,171185.0,505345,324891.0,250811,200827.0,361733,348985.0,263056,516992,54551.0
2021-11-09,283271,225728,161392,,431943,13757.0,76102,1697.0,54370,67603,65614,72745,52680,64422,155825,103482.0,89101,54989.0,138467,33306,171281.0,504426,324251.0,250281,200659.0,360845,352666.0,270071,516789,56202.0
2021-11-10,283208,223710,160764,,429329,17744.0,76161,1698.0,54364,67559,64866,72771,53067,63163,156116,103354.0,89122,54527.0,139393,33307,171425.0,505828,323560.0,250355,200365.0,367630,352790.0,276038,516541,56264.0
2021-11-11,283114,223701,161189,,439995,18717.0,76138,1701.0,54320,67488,64533,73093,52983,62736,157632,104291.0,89787,54276.0,141395,33304,172616.0,504712,322836.0,250557,200046.0,375100,361144.0,274715,516279,56097.0
2021-11-12,282956,223747,161065,,435768,18971.0,76156,1704.0,54313,67409,63926,73622,52999,62047,159750,106014.0,91603,53932.0,143955,33308,173081.0,503610,322191.0,250370,199770.0,374582,361403.0,274347,515926,56322.0
2021-11-13,282872,223643,161236,,428913,19112.0,76097,1705.0,54200,67356,62254,73095,53254,60549,161594,102853.0,88887,54160.0,146167,33302,173164.0,502711,321600.0,249871,199553.0,374379,360066.0,273068,515674,58945.0
2021-11-14,282790,223285,161059,,419376,19946.0,76201,1708.0,54317,67304,60728,72893,53223,59050,161662,98894.0,86596,53997.0,146571,33445,173381.0,502493,320925.0,256479,199401.0,373374,358635.0,271559,515449,60489.0
2021-11-15,282669,224504,161315,,408668,21440.0,76213,1703.0,54485,67243,60327,73812,53077,58903,154470,94290.0,87170,53169.0,139682,33736,173645.0,502766,320790.0,259441,199258.0,373023,357169.0,270456,515236,61058.0
2021-11-16,282579,224137,161278,,411915,21695.0,76274,1715.0,54586,67443,60027,73952,53287,58677,151774,93362.0,86846,52385.0,137268,33784,173855.0,501776,320667.0,258916,200915.0,373788,357876.0,268976,515036,61160.0
2021-11-17,282546,223847,161697,,413470,21812.0,76296,1719.0,54607,67640,60234,73971,53415,58662,151824,94236.0,88416,53856.0,137717,33793,174042.0,504139,319939.0,261617,201686.0,373198,363478.0,268538,514803,61719.0
2021-11-18,282491,223818,161709,,417303,21861.0,76315,1727.0,54662,67602,60242,74029,53496,58719,151902,94580.0,90027,53261.0,138185,33807,174249.0,502829,320660.0,260767,201514.0,376172,371077.0,267290,514475,62441.0
2021-11-19,282324,224346,161716,,421637,22074.0,76370,1732.0,54695,67556,60739,74040,53528,59129,151927,94935.0,91546,52809.0,138639,33848,174543.0,501856,321049.0,260091,201354.0,376062,373738.0,265842,514115,63325.0
2021-11-20,282227,224535,161717,,424076,22124.0,76392,1738.0,54729,67501,60864,74037,53649,59059,151938,95269.0,92225,52388.0,139017,33842,174741.0,502031,320984.0,259487,201064.0,375323,371941.0,264870,513790,64055.0
2021-11-21,282138,224299,161719,,424401,22157.0,76410,1738.0,54745,67431,60919,74074,53802,58919,151936,95929.0,92851,52065.0,139867,33834,175034.0,501843,321101.0,265371,202624.0,374279,372966.0,263871,513517,65507.0
2021-11-22,282037,222001,161271,,419018,22216.0,76409,1736.0,54786,67373,60212,73315,53831,58028,151924,96537.0,93353,52196.0,140523,33839,175190.0,503314,320514.0,265686,203131.0,373261,375142.0,262675,513072,66462.0
2021-11-23,282957,223756,161468,,414298,22254.0,76440,1742.0,54839,67319,59275,72966,53858,57234,151913,97115.0,93439,52529.0,141180,33849,175199.0,505712,320414.0,264943,202722.0,373312,375298.0,265610,512624,68449.0
2021-11-24,283214,221823,161501,,412367,22531.0,76406,1738.0,54832,67457,58293,72678,53898,56152,152378,97695.0,93475,52196.0,142056,33855,175254.0,504188,320466.0,264077,202433.0,373073,373350.0,266137,512216,70746.0
2021-11-25,283183,219548,162720,,424367,23451.0,76371,1735.0,54770,67460,56888,73636,53445,54301,150065,95535.0,92464,53525.0,139942,34066,175569.0,503429,319959.0,263425,202088.0,372312,371943.0,264968,511825,72615.0
2021-11-26,283333,223601,164067,,428309,23982.0,76461,1740.0,54854,67451,56036,73386,53386,54463,150077,91468.0,91620,53397.0,142773,34123,176084.0,508385,319786.0,262860,201746.0,372219,370883.0,263656,511483,73822.0
2021-11-27,283283,227005,162895,,418923,24058.0,76414,1746.0,55017,67401,57971,72651,53613,55725,148433,88776.0,95088,53338.0,139419,34126,176360.0,508509,319432.0,262343,201357.0,371356,369682.0,262416,511111,74430.0
2021-11-28,283292,229681,163043,,415159,24117.0,76441,1776.0,55050,67344,57586,73833,53654,55456,148457,89372.0,95082,53237.0,139456,34210,176465.0,507516,318955.0,261680,200979.0,370368,369931.0,261676,510732,75606.0
2021-11-29,283384,231396,162854,,410177,24174.0,76513,1798.0,55109,67298,57174,73902,53750,54985,148525,90704.0,95160,53223.0,139562,34304,176874.0,506235,322335.0,260960,200644.0,378480,371177.0,260384,510298,76416.0
2021-11-30,283457,230628,162604,,401993,24666.0,76509,1798.0,55060,67237,56574,73689,53678,54808,145093,88886.0,94114,53104.0,136481,34356,177865.0,505103,325728.0,260684,200332.0,383139,370555.0,259339,510014,76770.0
2021-12-01,283538,229716,163376,,397088,24858.0,76474,1801.0,55077,67191,56553,73839,53597,55092,141608,88854.0,93989,53008.0,132985,34354,177707.0,505098,327012.0,260985,200208.0,386265,369383.0,259771,509720,77233.0
2021-12-02,283493,229556,164922,,396267,25102.0,76552,1805.0,55077,67124,57451,73872,53826,54980,141471,90309.0,94655,53094.0,132891,34471,177509.0,503919,330036.0,260403,199931.0,384701,374720.0,258775,509353,79545.0
2021-12-03,282457,231320,167307,,392297,25197.0,76419,1805.0,54921,66705,58010,73913,53543,56928,143793,89411.0,94126,52991.0,132094,34465,177471.0,502902,333775.0,260790,199602.0,383477,380300.0,257650,508936,80176.0
2021-12-04,281493,230468,167085,,392247,25247.0,76431,1808.0,55167,66358,58781,73856,53655,57738,144586,89491.0,93477,52928.0,132534,34436,177525.0,504433,336144.0,260117,199325.0,382857,379923.0,256557,508598,80482.0
2021-12-05,280890,229727,167267,,396437,25369.0,76488,1818.0,55139,66137,58802,73844,53524,57683,144353,89451.0,93464,53768.0,132408,34442,177669.0,503451,335848.0,260954,199099.0,382340,378555.0,255536,508248,80543.0
2021-12-06,280631,231296,169130,,402353,25487.0,76432,1824.0,55161,66037,58608,74106,53407,59460,144095,89392.0,93382,53746.0,132251,34460,177890.0,504138,334728.0,260137,198777.0,381860,379062.0,254629,507929,80200.0
2021-12-07,280284,231021,169480,,401722,25551.0,76500,1828.0,55207,65892,58539,74090,53445,59354,143733,89266.0,93346,53738.0,132063,34456,178122.0,503042,333948.0,259968,198461.0,381131,379669.0,253590,507575,81255.0
2021-12-08,280088,230771,169524,,402869,25668.0,76465,1926.0,55205,66050,58554,74094,53480,59349,143468,89201.0,93438,53708.0,131938,34461,178166.0,501973,332727.0,259359,198108.0,380245,378536.0,252594,507182,81767.0
2021-12-09,279678,230125,169535,,399338,26086.0,76386,1950.0,55214,66737,58496,73635,53661,59411,140848,87403.0,92849,53697.0,129494,34460,178161.0,504078,331555.0,258778,197818.0,379155,377328.0,251655,506756,82113.0
2021-12-10,279366,229665,169670,,398510,26208.0,76502,1949.0,55157,67369,58566,73435,53029,59290,140093,87674.0,92893,53586.0,128979,34708,178345.0,503141,330485.0,258206,197502.0,378237,376388.0,250791,506406,82169.0
2021-12-11,279354,229682,170051,,399014,26241.0,76465,1946.0,55106,67566,58357,73334,52898,59419,139464,87407.0,92736,53621.0,128596,58961,178400.0,504868,329402.0,257706,197221.0,377284,375942.0,249923,506079,82149.0
2021-12-12,279463,229594,169845,,397021,26282.0,76479,1944.0,55163,67544,58257,73250,52192,59328,138846,87123.0,92442,53587.0,128238,55616,178585.0,503631,328322.0,257145,196916.0,376286,375661.0,249091,505774,81964.0
2021-12-13,279585,229422,169289,,390811,26314.0,76510,1945.0,55120,67530,58117,73155,52074,59289,138468,86847.0,92492,53547.0,127963,51702,178650.0,504181,327336.0,257248,196558.0,375346,375595.0,248289,505386,81684.0
2021-12-14,279662,229985,170384,,392308,26342.0,76524,1940.0,55351,67499,58717,73079,52258,59985,140020,87604.0,92881,53563.0,129674,50938,178712.0,503428,326536.0,257060,196207.0,374431,379908.0,247384,504949,81390.0
2021-12-15,279843,230140,170666,,390813,26359.0,76662,1946.0,55506,67473,58694,73010,51842,60399,139666,87394.0,92727,53559.0,129440,49706,178827.0,504780,325651.0,258681,195935.0,373494,379399.0,246687,504555,81056.0
2021-12-16,279940,229909,170656,,391061,26386.0,76713,1943.0,55546,67458,58602,72946,51603,60359,139292,87267.0,92535,54148.0,129215,49472,178893.0,508083,324746.0,260358,195994.0,372594,390334.0,245835,504171,80846.0
2021-12-17,279933,229516,170598,,389966,26391.0,76683,1950.0,55526,67438,58471,72863,52233,60265,140065,87735.0,92723,54097.0,130320,48057,179021.0,508918,323919.0,259338,195945.0,371739,392750.0,245156,503795,80571.0
2021-12-18,279916,229088,170352,,386886,26400.0,76740,1949.0,55708,67410,58324,72777,52561,60224,139769,88368.0,92450,54025.0,130143,46584,179101.0,507978,323184.0,258611,195956.0,370946,394556.0,244462,503409,80301.0
2021-12-19,279864,228759,170194,,384271,26412.0,76705,1951.0,55933,67392,58157,72708,52552,60270,140264,89332.0,92135,53986.0,130928,46385,179187.0,507102,322369.0,258307,196214.0,370210,398385.0,243715,502991,80063.0
2021-12-20,279917,228705,170515,,389709,26459.0,76751,1951.0,55945,67379,58120,72622,52540,60489,139479,89240.0,91632,53960.0,130425,45573,179196.0,506169,321580.0,258398,196253.0,369393,400601.0,242927,502566,79737.0
2021-12-21,280052,228529,171513,,391358,26523.0,76735,1952.0,55911,67352,58021,72708,52727,60514,144536,89051.0,91327,53950.0,135623,44045,179286.0,507437,320898.0,258207,195964.0,368454,402022.0,242231,502167,79734.0
2021-12-22,280232,228391,171837,,405969,26567.0,76804,1968.0,55888,67337,57934,72906,52777,60582,144487,88860.0,91193,53904.0,135958,43487,179751.0,510318,320169.0,257479,195665.0,367732,406401.0,241491,501750,79593.0
2021-12-23,280235,227910,171490,,400979,26580.0,76771,1967.0,55853,67299,57717,73058,52393,60495,143202,88279.0,90714,53840.0,134977,43166,180118.0,509859,319431.0,256826,195330.0,367520,404794.0,240820,501290,80524.0
